Index,cell_type_00,cell_type_01,cell_type,cell_type_02
137_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
138_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
139_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
140_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
141_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
142_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
143_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
144_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
145_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
146_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
147_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
148_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
149_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
150_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
151_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
152_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
153_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
154_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
155_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
156_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
157_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
158_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
159_ATAC,NK,NK_ATAC,NK,NK_ATAC
160_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
161_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
162_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
163_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
164_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
165_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
166_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
167_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
168_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
169_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
170_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
171_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
172_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
173_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
174_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
175_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
176_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
177_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
178_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
179_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
180_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
181_ATAC,NK,NK_ATAC,NK,NK_ATAC
182_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
183_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
184_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
185_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
186_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
187_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
188_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
189_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
190_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
191_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
192_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
193_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
194_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
195_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
196_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
197_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
198_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
199_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
200_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
201_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
202_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
203_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
204_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
205_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
206_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
207_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
208_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
209_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
210_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
211_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
212_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
213_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
214_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
215_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
216_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
217_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
218_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
219_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
220_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
221_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
222_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
223_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
224_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
225_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
226_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
227_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
228_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
229_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
230_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
231_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
232_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
233_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
234_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
235_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
236_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
237_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
238_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
239_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
240_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
241_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
242_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
243_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
244_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
245_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
246_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
247_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
248_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
249_ATAC,NK,NK_ATAC,NK,NK_ATAC
250_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
251_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
252_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
253_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
254_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
255_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
256_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
257_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
258_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
259_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
260_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
261_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
262_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
263_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
264_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
265_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
266_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
267_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
268_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
269_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
270_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
271_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
272_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
273_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
274_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
275_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
276_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
277_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
278_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
279_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
280_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
281_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
282_ATAC,NK,NK_ATAC,NK,NK_ATAC
283_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
284_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
285_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
286_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
287_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
288_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
289_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
290_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
291_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
292_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
293_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
294_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
295_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
296_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
297_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
298_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
299_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
300_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
301_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
302_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
303_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
304_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
305_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
306_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
307_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
308_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
309_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
310_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
311_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
312_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
313_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
314_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
315_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
316_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
317_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
318_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
319_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
320_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
321_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
322_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
323_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
324_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
325_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
326_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
327_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
328_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
329_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
330_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
331_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
332_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
