,0,1,2,3,4,5,6,7
108_RNA,-0.40485424,-0.23149367,0.24145865,0.17775717,0.10527689,0.5047522,0.41690052,-0.24677022
110_RNA,-0.47981814,0.74964607,-0.27003542,0.22238034,-0.26523614,0.33365276,0.48073414,-0.44495255
111_RNA,-0.4239223,0.37045678,-0.2897186,0.21634746,-0.26855415,0.19579422,0.22309697,-0.37089154
113_RNA,-0.20530769,-0.047884654,0.06290766,0.307536,-0.22954684,-0.02023783,0.46267778,-0.20307928
114_RNA,-0.30890295,-0.15418531,0.28289834,-0.13291977,0.15657407,0.4284073,0.56748414,-0.19149475
115_RNA,0.35874766,-0.21440668,-0.43027553,-0.034444474,0.28394634,-0.5112845,-0.22937657,-0.03611311
116_RNA,-0.12943767,-0.52792,-0.07894798,-0.33778858,0.042599075,0.40910017,-0.051676296,0.562844
117_RNA,-0.36754492,0.95789397,-0.24860696,0.12268497,0.08299985,0.6377404,0.5013792,-0.22079523
118_RNA,0.5977259,0.31951496,-0.094259486,-0.3302336,0.006112928,-0.53948,-0.5994521,0.5626021
119_RNA,-0.39238328,-0.14134389,0.07184116,0.22635722,0.0076168873,0.09581641,0.60963184,-0.06798533
120_RNA,-0.012244811,-0.3726243,0.07183265,0.15750508,0.18997571,0.51223695,0.2804112,-0.44880486
121_RNA,0.35778365,-0.16827057,-0.38458803,0.20198815,-0.04448627,-0.24616674,-0.1508971,0.19878897
122_RNA,0.6686198,0.12006037,0.18533543,-0.17943396,0.36399722,-0.32910708,-1.1482068,0.66356486
123_RNA,0.5604465,0.10119955,0.026399128,-0.122875996,-0.06619177,-0.2306035,-1.1745075,0.5829571
124_RNA,-0.2775862,-0.1282471,0.040802903,0.14032869,-0.24242988,0.0054665906,0.7175245,-0.24350925
125_RNA,0.85515004,0.513015,-0.10923355,-0.4194092,0.3285418,-0.9100199,-0.98174316,0.3283051
127_RNA,-0.20659065,-0.069715485,-0.040897477,0.27751166,-0.13943002,-0.034705944,0.45748058,-0.12270419
128_RNA,-0.5235959,0.53648376,-0.21777259,0.10973995,-0.4014498,0.30791306,0.37326598,-0.37296948
129_RNA,0.67838866,0.34266192,-0.36716288,-0.28295034,-0.06639729,-0.7253772,-0.6382596,0.4954671
130_RNA,0.6280287,0.23087831,-0.009142615,-0.08197557,0.042862263,-0.37984997,-0.7813627,0.70098144
131_RNA,0.5036954,0.3854858,-0.12527977,-0.21308485,0.19767188,-0.56930315,-0.7613422,0.52464944
134_RNA,-0.3100415,0.30475774,-0.32313296,0.023592448,-0.31035277,0.1880155,0.1756353,-0.39081502
135_RNA,-0.15162803,-0.34427115,-0.16009074,-0.43629473,-0.08444878,0.2965931,0.118632786,0.6471333
139_RNA,0.3980485,-0.091546774,-0.8401613,-0.23790032,0.438905,-0.85598266,-0.4897161,0.16884099
140_RNA,-0.18418491,-0.30283526,-0.6874963,-0.8584812,0.1513291,0.8944925,-0.10482132,0.24507995
141_RNA,-0.13836405,-0.18566455,-0.019421682,0.27190414,-0.019703677,0.15951476,0.47407934,-0.17328708
142_RNA,0.7035941,0.57263964,0.1420758,-0.40284765,0.5356304,-0.9546804,-0.8246635,0.49942896
144_RNA,0.2646589,0.13113065,0.14960057,-0.18628336,0.26477632,-0.7389264,-0.9016841,0.5571748
145_RNA,0.033462547,-0.59655726,-0.15662237,0.22040848,-0.25523132,0.39928636,0.28095022,-0.704774
146_RNA,0.08441367,-0.21932214,-0.116394155,0.19039252,-0.20126198,0.22879939,0.56417364,-0.3274861
147_RNA,0.26264477,-0.040555872,-0.5885713,-0.09343151,0.259427,-0.59222865,-0.25423506,0.026436929
148_RNA,0.6865469,0.35687396,-0.7442584,-0.25510034,-0.02399308,-1.0317292,-0.78072554,0.31367815
149_RNA,-0.2846927,-0.21832441,0.2237807,-0.066707514,0.13014886,0.43500772,0.67771167,-0.23248632
150_RNA,0.0018458456,-0.115134016,-0.05342956,0.10354491,-0.1677405,0.123009704,0.37357864,-0.26618966
151_RNA,0.6067568,0.40496573,-0.04745415,-0.1076748,0.05827069,-0.43286598,-0.6667874,0.54873914
152_RNA,-0.22982237,-0.062155508,-0.0137826465,0.24540642,-0.21079253,-0.043578926,0.4839649,-0.18411072
153_RNA,-0.35105366,-0.4568263,-0.32501125,-0.40266538,-0.16043925,0.35715237,-0.017801031,0.6310052
155_RNA,-0.010860091,-0.26791868,-0.033196427,0.08944132,0.053539928,0.23774026,0.5945028,-0.30364227
156_RNA,-0.46067202,-0.119826406,0.06843869,0.5590297,-0.21191871,0.09661708,0.38836074,-0.06717305
157_RNA,0.7498571,0.14084755,0.0005538835,-0.24494787,0.120502956,-0.3838671,-0.83101726,0.5989688
159_RNA,-0.09893202,1.095919,0.19891356,0.5268911,-0.012651329,0.29554507,0.46205458,-0.046590716
163_RNA,-0.5183228,0.5204142,-0.23464097,0.19875306,-0.46497914,0.4919335,0.4522033,-0.1741968
164_RNA,0.62839216,-0.31702045,-0.8041065,-0.005708279,0.58984303,-0.6622407,-0.3870454,0.31856802
165_RNA,-0.2715197,-0.004564969,0.11462275,-0.027354533,-0.13359757,0.17739348,0.57296246,-0.15091357
170_RNA,0.5054775,0.35517198,0.045697607,-0.34761688,-0.12788573,-0.6218972,-0.48114938,0.4291465
171_RNA,-0.39760256,-0.33792254,0.061446324,-0.08309275,-0.2155907,0.28183657,0.381332,-0.19223224
172_RNA,0.3619875,0.028560387,-0.25252756,-0.5734214,0.075079784,-0.012167011,-0.28035703,0.4780217
173_RNA,-0.050426073,-0.21301268,-0.089119405,0.21530898,-0.11814884,0.2318755,0.43557176,-0.23530646
174_RNA,0.60849684,0.44291112,-0.15118013,-0.08468432,-0.026556423,-0.62907606,-1.1858281,0.6035123
175_RNA,-0.101889886,-0.18195234,0.26691768,-0.16762882,0.13960515,0.40768856,0.6318827,-0.31266278
176_RNA,-0.18071541,-0.10688998,-0.10403862,0.3266015,-0.19336733,-0.10073539,0.53020436,-0.11112882
178_RNA,-0.2338723,-0.008645156,0.043708198,0.19005774,-0.14574242,0.042014427,0.50833774,-0.15877643
179_RNA,-0.47978905,-0.08206616,0.16078182,0.2865437,-0.17113689,0.15753992,0.4087132,-0.12322484
180_RNA,0.5551171,0.41329715,-0.47817904,-0.27739593,0.049583953,-0.7967417,-0.68783605,0.36140385
181_RNA,-0.14230879,1.0093538,0.22406468,0.39277944,-0.00066735357,0.25871283,0.41322914,-0.13193597
182_RNA,0.007378073,-0.24157885,0.017539054,0.14151452,0.11799716,0.2597014,0.24259435,-0.2896438
184_RNA,-0.34908268,-0.3223695,0.099506,0.35270482,0.0031585642,0.28929654,0.60072875,-0.2438056
186_RNA,-0.46046385,0.41945392,-0.34234208,0.18233247,-0.27229023,0.26809388,0.26563728,-0.5517891
187_RNA,0.028933877,-0.16887756,-0.19750303,0.26467994,-0.5480616,0.10336568,0.46909812,-0.3768004
188_RNA,0.15360144,-0.13642584,-0.2567561,0.18342209,-0.42809957,0.34453437,0.4964597,-0.18814509
190_RNA,-0.37405875,0.4568759,-0.0076630563,0.03421738,-0.19236983,0.37024722,0.32870403,-0.38301298
191_RNA,-0.0012207538,-0.26486966,-0.12016113,0.3137608,0.023443157,0.52168673,0.28653982,-0.14441474
192_RNA,-0.35146272,-0.24704449,-0.53452533,-0.68522185,0.08539917,0.41145796,0.051606674,0.22073038
199_RNA,0.6665456,0.36730725,-0.42826223,-0.19571942,0.011203731,-0.72114474,-0.50261986,0.37792692
200_RNA,0.5904291,0.33757663,-0.0030663162,-0.5354812,0.24692677,-0.81723017,-0.52761465,0.4355424
203_RNA,-0.38339558,-0.07498635,0.056010284,0.45233893,-0.23049155,0.01391391,0.496327,-0.1486321
204_RNA,-0.088432856,-0.37549886,-0.33426484,-0.49061084,-0.32364538,0.4754437,-0.047394965,0.7759287
205_RNA,-0.019752702,-0.44334188,0.031475514,0.22539186,0.27467424,0.39804643,0.40943295,-0.4825464
206_RNA,-0.035427213,0.1320811,-0.10956207,0.14411974,-0.12869382,0.15177569,0.14419977,-0.3779543
208_RNA,0.4115863,-0.23856317,-0.9094242,-0.07184488,0.5714058,-0.72850883,-0.69840974,0.1260744
209_RNA,0.604044,-0.07349433,-0.7338144,-0.17065671,0.4236549,-0.6492232,-0.49100634,0.21316554
213_RNA,-0.37907046,-0.006706832,0.24462841,0.03767141,-0.20209526,0.1265432,0.70250326,-0.14358087
214_RNA,0.6524193,0.3456429,-0.0036539733,-0.31527346,0.32240516,-0.6078826,-0.7708898,0.60813403
215_RNA,-0.1757007,-0.21470627,0.041344155,0.068986446,0.08716632,0.2806038,0.42305043,-0.15537578
216_RNA,0.49027807,-0.2651874,-0.67735547,-0.09541433,0.5509813,-0.6741009,-0.33178884,0.20386067
217_RNA,-0.021797052,0.07845928,0.02896934,0.2184326,-0.3859114,0.27442315,0.3144779,-0.3370466
219_RNA,-0.3321616,-0.097422205,0.02375133,0.368336,-0.22725904,-0.002562751,0.59017444,-0.16651998
220_RNA,-0.44467354,0.5090981,-0.39263424,0.11883585,-0.33942485,0.17210017,0.39230475,-0.54220885
221_RNA,0.380564,0.2312632,0.08236781,-0.27939188,0.2493262,-0.7225386,-0.57544816,0.40018103
222_RNA,0.64698297,0.06471108,-0.14849907,-0.2793081,0.04523779,-0.5691558,-0.9177465,0.40055415
226_RNA,-0.12265899,-0.23260714,0.04196068,0.522647,-0.18411747,0.4907681,0.15531628,-0.3941565
227_RNA,-0.28107992,0.4195629,-0.24900267,0.1611791,-0.30430406,0.14888726,0.3557671,-0.32619032
231_RNA,-0.19640988,-0.10393237,-0.103903584,0.2898043,-0.14764698,-0.06789767,0.51295954,-0.09032038
232_RNA,0.07157125,-0.2292787,-0.0040128753,0.064276375,-0.18737626,0.28350198,0.58441323,-0.4528577
233_RNA,0.4583107,0.120053664,0.123537384,-0.27108994,0.38372996,-0.63449633,-0.58549976,0.63448924
234_RNA,0.67186874,0.4635281,-0.38051882,-0.22543164,0.14365968,-0.67702585,-0.9506262,0.26525804
235_RNA,-0.5012567,-0.15618916,-0.45264685,-0.72648185,-0.07440254,0.340141,0.032699145,0.12530954
237_RNA,0.3910911,0.16829692,-0.19221321,-0.6982678,0.088479064,-0.7932925,0.078759134,0.15820517
238_RNA,0.49538532,0.57693785,-0.38370982,-0.31227025,0.106329896,-0.47431055,-0.7742764,0.20165549
242_RNA,-0.39209366,0.25387615,-0.27721307,0.12160396,-0.24497417,0.30178353,0.24460936,-0.4146723
245_RNA,-0.3125148,-0.05384426,0.018299676,0.22484714,-0.07974641,0.027169704,0.37844008,-0.014566881
246_RNA,0.7336398,0.30945095,-0.6398888,-0.3152207,0.12961878,-0.5952277,-0.619685,0.233781
250_RNA,0.66043746,0.38533565,-0.4967602,-0.18353677,-0.10649248,-0.6424744,-0.88938695,0.46383855
253_RNA,0.13688257,-0.26415947,-0.2188107,0.25886378,-0.38881454,0.03664184,0.5515236,-0.44612265
257_RNA,-0.108070396,-0.23757665,-0.053477257,0.31515887,-0.08411109,0.13831364,0.52701837,-0.24320959
261_RNA,0.8460652,0.50899386,-0.0007577577,-0.51740015,0.09000098,-0.733016,-0.9787776,0.30924752
263_RNA,-0.10716265,0.014080333,0.22917508,0.17655492,-0.41281205,0.2751983,0.23478962,-0.36443478
264_RNA,0.7531845,0.33301383,-0.023005158,-0.21745563,0.122649066,-0.4526614,-0.8380451,0.6501425
265_RNA,0.36041924,0.34384507,-0.14323132,-0.26844275,0.059825476,-0.42600688,-0.24882402,0.08405608
266_RNA,0.59679574,0.09637134,-0.078732975,-0.11507716,-0.12262613,-0.8261399,-0.384,0.5874731
268_RNA,0.053166263,-0.021477146,0.040697377,0.0018065628,0.00244608,0.2215588,0.16352655,-0.15638618
269_RNA,-0.07851315,-0.4120557,-0.10753291,0.3887556,0.1003614,0.58642066,0.3034529,-0.30396518
270_RNA,0.4512811,0.40183136,0.00014810252,-0.26272058,0.08098642,-0.56512296,-0.62878495,0.36884198
271_RNA,0.56228185,0.3941499,-0.08259111,-0.23026425,0.1194573,-0.39395127,-0.61818457,0.42875388
272_RNA,-0.07690413,-0.09246594,-0.10175186,0.20768884,-0.20809716,-0.05594992,0.611346,-0.18337807
275_RNA,-0.6313327,0.6936377,-0.40447935,0.15862857,-0.36512232,0.36563128,0.3270653,-0.6871544
276_RNA,0.38632834,0.36614248,-0.08836422,-0.1649431,0.11839529,-0.46604854,-0.56402105,0.07631272
277_RNA,-0.46617243,0.5863609,-0.38928917,0.22640438,-0.33551657,0.23778017,0.4142439,-0.55784136
278_RNA,-0.44538215,0.5864817,-0.2522886,0.09539502,-0.122814514,0.22170961,0.33585137,-0.46210653
279_RNA,-0.1897374,-0.065155566,-0.08275936,0.28157,-0.03999906,0.0075832596,0.23316774,-0.010239174
280_RNA,0.005199948,-0.39871618,0.011105694,0.17704315,-0.16376479,0.28956792,0.5712861,-0.61581254
281_RNA,-0.3296937,0.6498498,-0.20171122,0.25652108,-0.23163861,0.24616757,0.35228312,-0.42126212
282_RNA,-0.36051473,0.8658453,-0.05838845,0.36329743,-0.10089899,0.5765431,0.4395996,-0.28556767
283_RNA,-0.36169264,-0.20091014,-0.19507314,0.2555082,-0.16282524,0.3181583,0.5015666,-0.15187483
286_RNA,0.055132724,-0.13349716,0.11262504,0.1884067,-0.49970746,0.08926881,0.5826207,-0.5188743
287_RNA,-0.17308496,-0.1892605,0.098252244,0.2800165,-0.3111817,0.31900486,0.48640054,-0.3460922
288_RNA,0.82629293,0.48340002,0.009180583,-0.19172934,0.23142138,-0.6248776,-0.7358738,0.6828881
289_RNA,-0.046381183,0.09315181,-0.23523699,0.2900582,-0.47479355,0.18864866,0.4708349,-0.18394117
290_RNA,1.0332733,0.1403672,0.07281054,-0.4605426,-0.1649389,-0.6904159,-1.3756176,0.12396537
292_RNA,-0.48776937,-0.22594824,-0.20406154,-0.5926981,-0.108386554,0.3331165,-0.11765015,0.3765078
293_RNA,-0.8023853,-0.2926021,-0.14076726,-1.0069487,-0.39593697,0.33748025,0.059452545,0.5755944
296_RNA,-0.27585596,-0.09989107,-0.03445635,0.29551592,-0.10690226,0.0069579957,0.39134535,-0.068201676
298_RNA,0.67400515,0.24732624,-0.2579208,-0.29511467,0.1692133,-0.48807862,-0.83774656,0.37583515
301_RNA,-0.27845484,-0.07867147,-0.06601787,0.37451655,-0.29031467,-0.13266172,0.6361889,-0.13229938
305_RNA,-0.15417498,0.33971414,0.30154476,0.075437084,-0.4629457,0.47171113,0.3273837,-0.16779469
307_RNA,-0.12377424,-0.46444803,-0.17496835,-0.40432748,-0.23385006,0.26556316,0.068242855,0.7263848
308_RNA,-0.27806443,-0.16823985,-0.45586893,-0.46774942,-0.018101295,0.30330166,0.12589635,0.108506635
309_RNA,0.12707326,-0.21839209,-0.09716988,0.37257537,-0.2194122,0.30313388,0.5071791,-0.38135412
310_RNA,0.62462765,0.21127428,-0.045025177,-0.089357994,-0.2167805,-0.328058,-1.2081145,0.5487321
311_RNA,-0.2543324,-0.15107112,-0.107716404,0.26133266,-0.15256995,-0.035461377,0.5547515,-0.09257391
312_RNA,0.7847081,0.5219796,0.08509081,-0.25721094,0.055808898,-0.36521116,-1.4713556,0.59160364
313_RNA,-0.4474697,-0.20071991,0.025081612,-0.6340806,-0.028451456,0.42890218,-0.21617961,0.31234288
317_RNA,-0.10271194,-0.1935598,-0.023950145,0.12939788,0.09073369,0.22189875,0.32105073,-0.13409965
319_RNA,0.6354784,0.5687569,-0.124550395,-0.13414876,-0.05242287,-0.6312696,-1.3366514,0.47541717
320_RNA,0.6347081,0.22043008,-0.3115271,-0.12859204,-0.10268952,-0.47299385,-0.5065389,0.45193395
321_RNA,0.8050089,0.1904327,-0.0076142102,-0.3082825,0.14610338,-0.16248973,-0.7199275,0.3400709
322_RNA,0.5411172,0.30103686,-0.30657205,-0.28354278,0.09857073,-0.51262265,-1.0125009,0.39179915
323_RNA,-0.08715888,-0.122432955,0.050939742,0.14724919,-0.060599227,0.24099405,0.5410288,-0.23626445
324_RNA,0.6865617,0.3375761,0.07748437,-0.15142472,0.1103672,-0.20225345,-0.7505906,0.54011714
325_RNA,-0.022230139,-0.14641337,0.048775047,-0.009810897,-0.10217699,0.23922223,0.5348916,-0.27393502
327_RNA,0.043250583,-0.048129775,0.005048804,0.021831004,-0.31132442,0.27828872,0.5384686,-0.20358269
328_RNA,-0.13633303,0.07477021,0.033381835,0.17445311,-0.26765662,0.07596289,0.49895707,-0.20132531
330_RNA,-0.1308772,-0.20465429,-0.09827145,0.1587346,-0.053751696,0.06296083,0.5066174,-0.24924429
331_RNA,-0.55661327,0.5805834,-0.4180804,0.06162659,-0.34555084,0.3414975,0.31536895,-0.5791014
332_RNA,-0.22344418,-0.40907142,-0.21843967,-0.43422002,-0.060472585,0.31298205,0.008574113,0.5374646
333_RNA,0.44100404,0.31568262,-0.44676194,-0.4419126,0.07278693,-0.5916326,-0.38722625,0.3131844
334_RNA,0.44667992,-0.11471882,-0.8573431,-0.07988589,0.41981322,-0.72185385,-0.61925954,0.1498322
335_RNA,-0.05338701,-0.11978018,-0.100529194,0.20624238,-0.0441006,0.09185452,0.4464099,-0.10858866
337_RNA,0.9040904,0.26694542,0.20727937,-0.38424864,0.20708054,-0.25407085,-1.0178827,0.259501
338_RNA,-0.07332147,-0.08311704,0.15094034,-0.04675635,-0.24939436,0.25658914,0.49660712,-0.30394697
339_RNA,-0.30598134,-0.50663865,-0.22971506,-0.37143275,-0.13702819,0.27276167,0.11882899,0.6418664
340_RNA,0.013625557,-0.24117534,-0.01621554,0.037108816,0.101991214,0.21327573,0.565486,-0.22891666
342_RNA,0.37938505,0.51417416,0.20892835,-0.057034872,0.2936314,-0.51056904,-1.1323113,0.7086223
343_RNA,-0.05350943,-0.18627588,-0.025495842,0.19305155,0.052878667,0.17741574,0.38310727,-0.25251263
345_RNA,0.49881417,0.17895775,0.2596697,-0.2665073,0.13959944,-0.82663846,-0.46017918,0.5546333
346_RNA,-0.046634935,-0.1975665,-0.15040515,0.15588908,0.031010741,0.088443436,0.42554983,-0.17412175
347_RNA,-0.007656886,0.2667115,0.2719137,0.20560189,-0.43882567,0.15308739,0.06704712,-0.24225105
348_RNA,0.70168215,0.34756133,-0.13313618,-0.32702,-0.050998498,-0.19441138,-1.0994878,0.45420164
350_RNA,-0.037614234,-0.25413695,-0.03320224,0.04252229,-0.2518068,0.14537607,0.2992033,-0.4379961
352_RNA,-0.18220155,-0.27997175,0.19141929,0.09082294,-0.023725918,0.5268636,0.3962358,-0.5060996
354_RNA,-0.3105262,-0.27815628,0.01924029,-0.080600336,-0.14502239,0.22891459,0.3239623,-0.15911488
355_RNA,-0.20204331,-0.063427955,-0.042484354,0.2576129,-0.09732076,0.009274694,0.3865457,-0.10624191
356_RNA,-0.20911005,-0.44385436,-0.054252915,0.06532521,-1.2765374,-0.8779718,0.41238862,0.84436816
